	IST       	p       	i       	omega      	e       	w       	S       	T       	W       	
        21.0721	           9300	       0.910363	       0.135993	       0.412384	      0.0277574	   3.02957e-007	   1.40161e-006	  -1.73248e-006
        21.1722	        9301.31	       0.910417	       0.135923	       0.412327	      0.0275783	  -1.03985e-007	   1.20669e-006	  -1.33331e-006
        21.2724	        9302.55	       0.910469	       0.135869	       0.412258	      0.0274022	  -3.93913e-007	    1.0067e-006	   -1.0148e-006
        21.3726	        9303.67	       0.910516	       0.135829	       0.412184	      0.0272382	   -5.9138e-007	   8.15233e-007	  -7.62535e-007
        21.4728	        9304.65	       0.910557	       0.135801	       0.412112	       0.027089	  -7.19337e-007	   6.39438e-007	  -5.63124e-007
        21.5729	        9305.45	        0.91059	       0.135784	       0.412048	      0.0269522	  -7.97447e-007	   4.81737e-007	  -4.04624e-007
         21.673	        9306.07	       0.910616	       0.135774	       0.411995	      0.0268223	  -8.41396e-007	   3.41327e-007	  -2.76661e-007
        21.7732	        9306.47	       0.910633	        0.13577	       0.411959	      0.0266937	  -8.62862e-007	   2.15385e-007	  -1.70326e-007
        21.8733	        9306.67	       0.910641	       0.135769	        0.41194	      0.0265629	  -8.69801e-007	   9.99344e-008	  -7.79092e-008
        21.9734	        9306.65	        0.91064	       0.135769	        0.41194	      0.0264307	  -8.66829e-007	  -9.57544e-009	   7.43422e-009
        22.0736	        9306.42	       0.910631	       0.135767	        0.41196	       0.026303	  -8.55527e-007	  -1.17897e-007	   9.20751e-008
        22.1737	        9305.98	       0.910612	       0.135762	       0.411996	      0.0261904	  -8.34583e-007	   -2.2972e-007	    1.8231e-007
        22.2738	        9305.34	       0.910585	       0.135752	       0.412048	      0.0261078	  -7.99745e-007	  -3.49411e-007	   2.84756e-007
        22.3739	        9304.51	       0.910551	       0.135733	       0.412112	      0.0260715	  -7.43622e-007	  -4.80662e-007	    4.0673e-007
        22.4739	        9303.52	        0.91051	       0.135704	       0.412184	      0.0260967	   -6.5541e-007	  -6.25963e-007	   5.56574e-007
        22.5739	         9302.4	       0.910463	       0.135662	       0.412257	      0.0261943	  -5.20703e-007	  -7.85808e-007	   7.43906e-007
        22.6738	        9301.17	       0.910411	       0.135606	       0.412325	       0.026368	  -3.21611e-007	   -9.5763e-007	   9.79743e-007
        22.7736	        9299.88	       0.910357	       0.135535	       0.412382	      0.0266118	  -3.74362e-008	  -1.13446e-006	   1.27644e-006
        22.8734	        9298.57	       0.910303	       0.135446	        0.41242	      0.0269101	   3.53773e-007	  -1.30347e-006	   1.64735e-006
        22.9731	         9297.3	        0.91025	       0.135339	       0.412432	      0.0272387	   8.72533e-007	  -1.44454e-006	   2.10621e-006
        23.0728	        9296.12	         0.9102	       0.135214	       0.412415	       0.027569	   1.53394e-006	  -1.52928e-006	   2.66603e-006
        23.1724	         9295.1	       0.910158	       0.135071	       0.412365	       0.027873	   2.34241e-006	  -1.52092e-006	   3.33766e-006
        23.2721	        9294.29	       0.910124	       0.134912	       0.412282	      0.0281293	   3.28553e-006	  -1.37552e-006	   4.12788e-006
        23.3719	        9293.75	       0.910102	       0.134738	       0.412173	      0.0283288	   4.32776e-006	  -1.04503e-006	   5.03713e-006
        23.4717	        9293.53	       0.910092	       0.134552	       0.412044	      0.0284773	   5.40509e-006	  -4.82453e-007	   6.05718e-006
        23.5715	        9293.67	       0.910098	       0.134357	       0.411909	      0.0285961	    6.4223e-006	   3.50922e-007	   7.16892e-006
        23.6714	         9294.2	        0.91012	       0.134159	       0.411784	      0.0287176	   7.25435e-006	   1.47684e-006	    8.3408e-006
        23.7713	        9295.11	       0.910158	        0.13396	       0.411686	      0.0288787	   7.75325e-006	   2.89102e-006	   9.52818e-006
        23.8711	        9296.39	       0.910212	       0.133766	       0.411633	      0.0291128	   7.76086e-006	   4.55539e-006	   1.06742e-005
        23.9709	        9298.03	        0.91028	       0.133581	        0.41164	      0.0294418	   7.12715e-006	   6.39341e-006	   1.17119e-005
        24.0706	        9299.96	       0.910361	        0.13341	       0.411719	      0.0298719	   5.73169e-006	   8.29003e-006	   1.25682e-005
        24.1701	        9302.12	       0.910451	       0.133256	       0.411874	      0.0303926	   3.50581e-006	   1.00973e-005	   1.31684e-005
        24.2696	        9304.43	       0.910548	       0.133122	       0.412103	      0.0309817	   4.51768e-007	   1.16455e-005	   1.34421e-005
         24.369	        9306.79	       0.910646	        0.13301	       0.412396	       0.031612	   -3.3441e-006	   1.27594e-005	   1.33286e-005
        24.4684	         9309.1	       0.910742	        0.13292	       0.412733	      0.0322599	  -7.70709e-006	   1.32779e-005	   1.27829e-005
        24.5677	        9311.26	       0.910832	       0.132853	        0.41309	      0.0329123	  -1.23805e-005	   1.30742e-005	   1.17806e-005
        24.6671	        9313.17	       0.910912	       0.132807	       0.413438	      0.0335687	  -1.70433e-005	   1.20754e-005	   1.03226e-005
        24.7664	        9314.73	       0.910977	       0.132778	       0.413746	      0.0342387	  -2.13391e-005	   1.02775e-005	   8.43733e-006
        24.8658	        9315.88	       0.911025	       0.132764	       0.413987	      0.0349353	  -2.49126e-005	   7.75299e-006	   6.18156e-006
        24.9651	        9316.56	       0.911053	       0.132759	       0.414139	       0.035665	  -2.74504e-005	   4.64899e-006	   3.63841e-006
        25.0643	        9316.72	        0.91106	       0.132759	       0.414186	      0.0364197	  -2.87198e-005	   1.17568e-006	   9.12453e-007
