
gamma	ort_gel_X	ort_gel_Y	ort_gel_Z	normort_gel	vnesh_ort_X	vnesh_ort_Y	vnesh_ort_Z	i_gelio	Omega_gelio	p_gelio	e_gelio	a_gelio	r_pi_gelio	r_a_gelio
52,2000	3501573562,0445	829392844,8580	12594286776,9287	13098281159,0312	0,2673	0,0633	0,9615	15,9458	103,3257	8,6415	0,7301	18,5076	4,9948	32,0204
52,3000	3505848316,4567	830427025,3599	12592283217,5684	13097563822,8605	0,2677	0,0634	0,9614	15,9667	103,3260	8,6406	0,7297	18,4795	4,9955	31,9634
52,4000	3510113449,7122	831458886,0508	12590277897,5241	13096843812,3819	0,2680	0,0635	0,9613	15,9876	103,3263	8,6396	0,7292	18,4515	4,9963	31,9067
52,5000	3514368948,8187	832488423,7874	12588270822,9043	13096121120,1999	0,2684	0,0636	0,9612	16,0084	103,3267	8,6387	0,7288	18,4235	4,9970	31,8500
52,6000	3518614800,8131	833515635,4336	12586261999,8230	13095395738,9306	0,2687	0,0636	0,9611	16,0292	103,3270	8,6377	0,7283	18,3956	4,9978	31,7934
52,7000	3522850992,7619	834540517,8603	12584251434,3994	13094667661,2023	0,2690	0,0637	0,9610	16,0499	103,3273	8,6368	0,7279	18,3677	4,9985	31,7369
52,8000	3527077511,7609	835563067,9455	12582239132,7580	13093936879,6551	0,2694	0,0638	0,9609	16,0707	103,3276	8,6358	0,7274	18,3399	4,9993	31,6806
52,9000	3531294344,9354	836583282,5744	12580225101,0286	13093203386,9411	0,2697	0,0639	0,9608	16,0913	103,3280	8,6348	0,7270	18,3122	5,0000	31,6243
53,0000	3535501479,4402	837601158,6393	12578209345,3464	13092467175,7250	0,2700	0,0640	0,9607	16,1120	103,3283	8,6339	0,7265	18,2845	5,0008	31,5682
53,1000	3539698902,4595	838616693,0395	12576191871,8516	13091728238,6836	0,2704	0,0641	0,9606	16,1326	103,3286	8,6329	0,7260	18,2568	5,0015	31,5121
53,2000	3543886601,2074	839629882,6814	12574172686,6899	13090986568,5061	0,2707	0,0641	0,9605	16,1532	103,3289	8,6319	0,7256	18,2293	5,0023	31,4562
53,3000	3548064562,9274	840640724,4789	12572151796,0120	13090242157,8946	0,2710	0,0642	0,9604	16,1737	103,3293	8,6309	0,7251	18,2017	5,0031	31,4004
53,4000	3552232774,8927	841649215,3526	12570129205,9739	13089494999,5638	0,2714	0,0643	0,9603	16,1942	103,3296	8,6300	0,7247	18,1742	5,0038	31,3447
53,5000	3556391224,4062	842655352,2305	12568104922,7368	13088745086,2410	0,2717	0,0644	0,9602	16,2147	103,3299	8,6290	0,7242	18,1468	5,0046	31,2891
53,6000	3560539898,8005	843659132,0477	12566078952,4670	13087992410,6668	0,2720	0,0645	0,9601	16,2351	103,3302	8,6280	0,7238	18,1195	5,0053	31,2336
53,7000	3564678785,4381	844660551,7467	12564051301,3359	13087236965,5948	0,2724	0,0645	0,9600	16,2555	103,3305	8,6270	0,7233	18,0921	5,0061	31,1782
53,8000	3568807871,7111	845659608,2767	12562021975,5202	13086478743,7916	0,2727	0,0646	0,9599	16,2758	103,3308	8,6260	0,7228	18,0649	5,0068	31,1229
53,9000	3572927145,0417	846656298,5947	12559990981,2015	13085717738,0375	0,2730	0,0647	0,9598	16,2961	103,3312	8,6250	0,7224	18,0377	5,0076	31,0678
54,0000	3577036592,8818	847650619,6644	12557958324,5665	13084953941,1257	0,2734	0,0648	0,9597	16,3164	103,3315	8,6240	0,7219	18,0105	5,0083	31,0127
54,1000	3581136202,7135	848642568,4571	12555924011,8071	13084187345,8636	0,2737	0,0649	0,9596	16,3366	103,3318	8,6230	0,7215	17,9834	5,0091	30,9578
54,2000	3585225962,0484	849632141,9510	12553888049,1202	13083417945,0717	0,2740	0,0649	0,9595	16,3568	103,3321	8,6219	0,7210	17,9564	5,0098	30,9029
54,3000	3589305858,4286	850619337,1317	12551850442,7076	13082645731,5847	0,2744	0,0650	0,9594	16,3769	103,3324	8,6209	0,7205	17,9294	5,0106	30,8482
54,4000	3593375879,4259	851604150,9921	12549811198,7763	13081870698,2510	0,2747	0,0651	0,9593	16,3971	103,3327	8,6199	0,7201	17,9025	5,0114	30,7936
54,5000	3597436012,6424	852586580,5323	12547770323,5381	13081092837,9331	0,2750	0,0652	0,9592	16,4171	103,3330	8,6189	0,7196	17,8756	5,0121	30,7391
54,6000	3601486245,7101	853566622,7596	12545727823,2100	13080312143,5076	0,2753	0,0653	0,9591	16,4372	103,3333	8,6178	0,7191	17,8488	5,0129	30,6847
54,7000	3605526566,2915	854544274,6886	12543683704,0136	13079528607,8655	0,2757	0,0653	0,9590	16,4572	103,3336	8,6168	0,7187	17,8220	5,0136	30,6304
54,8000	3609556962,0789	855519533,3413	12541637972,1758	13078742223,9122	0,2760	0,0654	0,9589	16,4771	103,3339	8,6158	0,7182	17,7953	5,0144	30,5762
54,9000	3613577420,7950	856492395,7467	12539590633,9282	13077952984,5673	0,2763	0,0655	0,9588	16,4971	103,3342	8,6147	0,7178	17,7686	5,0151	30,5221
55,0000	3617587930,1930	857462858,9415	12537541695,5074	13077160882,7654	0,2766	0,0656	0,9587	16,5169	103,3345	8,6137	0,7173	17,7420	5,0159	30,4681
55,1000	3621588478,0560	858430919,9694	12535491163,1548	13076365911,4557	0,2770	0,0656	0,9586	16,5368	103,3348	8,6126	0,7168	17,7154	5,0166	30,4143
55,2000	3625579052,1976	859396575,8816	12533439043,1166	13075568063,6021	0,2773	0,0657	0,9585	16,5566	103,3351	8,6116	0,7164	17,6889	5,0174	30,3605
55,3000	3629559640,4620	860359823,7364	12531385341,6440	13074767332,1838	0,2776	0,0658	0,9584	16,5764	103,3354	8,6105	0,7159	17,6625	5,0181	30,3069
55,4000	3633530230,7235	861320660,5997	12529330064,9929	13073963710,1949	0,2779	0,0659	0,9583	16,5961	103,3357	8,6095	0,7154	17,6361	5,0189	30,2533
55,5000	3637490810,8871	862279083,5446	12527273219,4241	13073157190,6447	0,2782	0,0660	0,9582	16,6158	103,3360	8,6084	0,7150	17,6098	5,0196	30,1999
55,6000	3641441368,8881	863235089,6515	12525214811,2030	13072347766,5580	0,2786	0,0660	0,9581	16,6354	103,3363	8,6074	0,7145	17,5835	5,0204	30,1465
55,7000	3645381892,6925	864188676,0084	12523154846,5998	13071535430,9747	0,2789	0,0661	0,9580	16,6550	103,3366	8,6063	0,7140	17,5572	5,0211	30,0933
55,8000	3649312370,2966	865139839,7103	12521093331,8897	13070720176,9508	0,2792	0,0662	0,9579	16,6746	103,3369	8,6052	0,7135	17,5310	5,0219	30,0402
55,9000	3653232789,7277	866088577,8600	12519030273,3524	13069901997,5574	0,2795	0,0663	0,9579	16,6941	103,3371	8,6041	0,7131	17,5049	5,0226	29,9872
56,0000	3657143139,0434	867034887,5674	12516965677,2722	13069080885,8818	0,2798	0,0663	0,9578	16,7136	103,3374	8,6031	0,7126	17,4788	5,0234	29,9343
56,1000	3661043406,3321	867978765,9498	12514899549,9384	13068256835,0272	0,2801	0,0664	0,9577	16,7331	103,3377	8,6020	0,7121	17,4528	5,0241	29,8815
56,2000	3664933579,7129	868920210,1320	12512831897,6446	13067429838,1126	0,2805	0,0665	0,9576	16,7525	103,3380	8,6009	0,7117	17,4268	5,0249	29,8288
56,3000	3668813647,3358	869859217,2463	12510762726,6893	13066599888,2733	0,2808	0,0666	0,9575	16,7719	103,3383	8,5998	0,7112	17,4009	5,0256	29,7762
56,4000	3672683597,3813	870795784,4323	12508692043,3756	13065766978,6610	0,2811	0,0666	0,9574	16,7912	103,3386	8,5987	0,7107	17,3751	5,0264	29,7238
56,5000	3676543418,0609	871729908,8370	12506619854,0112	13064931102,4434	0,2814	0,0667	0,9573	16,8105	103,3388	8,5976	0,7102	17,3493	5,0271	29,6714
56,6000	3680393097,6168	872661587,6149	12504546164,9082	13064092252,8052	0,2817	0,0668	0,9572	16,8298	103,3391	8,5965	0,7098	17,3235	5,0279	29,6191
56,7000	3684232624,3225	873590817,9279	12502470982,3835	13063250422,9472	0,2820	0,0669	0,9571	16,8490	103,3394	8,5954	0,7093	17,2978	5,0286	29,5670
56,8000	3688061986,4818	874517596,9455	12500394312,7584	13062405606,0874	0,2823	0,0669	0,9570	16,8682	103,3397	8,5943	0,7088	17,2722	5,0294	29,5149
56,9000	3691881172,4300	875441921,8445	12498316162,3589	13061557795,4602	0,2827	0,0670	0,9569	16,8873	103,3399	8,5932	0,7083	17,2466	5,0301	29,4630
57,0000	3695690170,5332	876363789,8093	12496236537,5154	13060706984,3175	0,2830	0,0671	0,9568	16,9064	103,3402	8,5920	0,7079	17,2210	5,0309	29,4112
57,1000	3699488969,1885	877283198,0318	12494155444,5627	13059853165,9277	0,2833	0,0672	0,9567	16,9255	103,3405	8,5909	0,7074	17,1955	5,0316	29,3594
57,2000	3703277556,8240	878200143,7111	12492072889,8402	13058996333,5768	0,2836	0,0672	0,9566	16,9445	103,3408	8,5898	0,7069	17,1701	5,0324	29,3078
57,3000	3707055921,8991	879114624,0542	12489988879,6918	13058136480,5679	0,2839	0,0673	0,9565	16,9635	103,3410	8,5887	0,7064	17,1447	5,0331	29,2563
57,4000	3710824052,9043	880026636,2754	12487903420,4657	13057273600,2217	0,2842	0,0674	0,9564	16,9824	103,3413	8,5875	0,7060	17,1194	5,0338	29,2049
57,5000	3714581938,3611	880936177,5965	12485816518,5146	13056407685,8763	0,2845	0,0675	0,9563	17,0013	103,3416	8,5864	0,7055	17,0941	5,0346	29,1536
57,6000	3718329566,8224	881843245,2470	12483728180,1955	13055538730,8874	0,2848	0,0675	0,9562	17,0202	103,3418	8,5852	0,7050	17,0688	5,0353	29,1024
57,7000	3722066926,8723	882747836,4637	12481638411,8699	13054666728,6287	0,2851	0,0676	0,9561	17,0390	103,3421	8,5841	0,7045	17,0437	5,0361	29,0513
57,8000	3725794007,1261	883649948,4910	12479547219,9036	13053791672,4915	0,2854	0,0677	0,9560	17,0578	103,3424	8,5829	0,7040	17,0185	5,0368	29,0003
57,9000	3729510796,2304	884549578,5811	12477454610,6667	13052913555,8853	0,2857	0,0678	0,9559	17,0765	103,3426	8,5818	0,7036	16,9935	5,0376	28,9494
58,0000	3733217282,8633	885446723,9935	12475360590,5336	13052032372,2376	0,2860	0,0678	0,9558	17,0952	103,3429	8,5806	0,7031	16,9685	5,0383	28,8986
58,1000	3736913455,7343	886341381,9952	12473265165,8832	13051148114,9943	0,2863	0,0679	0,9557	17,1139	103,3432	8,5795	0,7026	16,9435	5,0390	28,8479
58,2000	3740599303,5840	887233549,8611	12471168343,0984	13050260777,6194	0,2866	0,0680	0,9556	17,1325	103,3434	8,5783	0,7021	16,9186	5,0398	28,7973
58,3000	3744274815,1848	888123224,8735	12469070128,5665	13049370353,5955	0,2869	0,0681	0,9555	17,1511	103,3437	8,5771	0,7016	16,8937	5,0405	28,7469
58,4000	3747939979,3404	889010404,3221	12466970528,6791	13048476836,4236	0,2872	0,0681	0,9554	17,1696	103,3439	8,5759	0,7012	16,8689	5,0413	28,6965
58,5000	3751594784,8862	889895085,5046	12464869549,8319	13047580219,6237	0,2875	0,0682	0,9553	17,1881	103,3442	8,5748	0,7007	16,8441	5,0420	28,6463
58,6000	3755239220,6888	890777265,7260	12462767198,4248	13046680496,7343	0,2878	0,0683	0,9552	17,2066	103,3444	8,5736	0,7002	16,8194	5,0427	28,5961
58,7000	3758873275,6469	891656942,2991	12460663480,8619	13045777661,3128	0,2881	0,0683	0,9551	17,2250	103,3447	8,5724	0,6997	16,7948	5,0435	28,5461
58,8000	3762496938,6903	892534112,5442	12458558403,5517	13044871706,9359	0,2884	0,0684	0,9551	17,2434	103,3450	8,5712	0,6992	16,7702	5,0442	28,4961
58,9000	3766110198,7808	893408773,7893	12456451972,9064	13043962627,1991	0,2887	0,0685	0,9550	17,2617	103,3452	8,5700	0,6987	16,7456	5,0450	28,4463
59,0000	3769713044,9117	894280923,3700	12454344195,3427	13043050415,7174	0,2890	0,0686	0,9549	17,2800	103,3455	8,5688	0,6982	16,7211	5,0457	28,3965
59,1000	3773305466,1083	895150558,6296	12452235077,2811	13042135066,1250	0,2893	0,0686	0,9548	17,2983	103,3457	8,5676	0,6978	16,6967	5,0464	28,3469
59,2000	3776887451,4272	896017676,9191	12450124625,1465	13041216572,0756	0,2896	0,0687	0,9547	17,3165	103,3460	8,5664	0,6973	16,6723	5,0472	28,2974
59,3000	3780458989,9573	896882275,5970	12448012845,3676	13040294927,2425	0,2899	0,0688	0,9546	17,3347	103,3462	8,5652	0,6968	16,6479	5,0479	28,2479
59,4000	3784020070,8189	897744352,0297	12445899744,3773	13039370125,3187	0,2902	0,0688	0,9545	17,3528	103,3465	8,5640	0,6963	16,6236	5,0486	28,1986
59,5000	3787570683,1644	898603903,5911	12443785328,6125	13038442160,0170	0,2905	0,0689	0,9544	17,3709	103,3467	8,5628	0,6958	16,5994	5,0494	28,1494
59,6000	3791110816,1780	899460927,6629	12441669604,5140	13037511025,0700	0,2908	0,0690	0,9543	17,3890	103,3469	8,5615	0,6953	16,5752	5,0501	28,1003
59,7000	3794640459,0758	900315421,6343	12439552578,5267	13036576714,2306	0,2911	0,0691	0,9542	17,4070	103,3472	8,5603	0,6948	16,5510	5,0508	28,0513
59,8000	3798159601,1060	901167382,9026	12437434257,0995	13035639221,2715	0,2914	0,0691	0,9541	17,4249	103,3474	8,5591	0,6943	16,5270	5,0516	28,0023
59,9000	3801668231,5486	902016808,8724	12435314646,6850	13034698539,9860	0,2917	0,0692	0,9540	17,4429	103,3477	8,5578	0,6939	16,5029	5,0523	27,9535
60,0000	3805166339,7158	902863696,9562	12433193753,7400	13033754664,1875	0,2919	0,0693	0,9539	17,4608	103,3479	8,5566	0,6934	16,4789	5,0530	27,9048
60,1000	3808653914,9516	903708044,5744	12431071584,7252	13032807587,7098	0,2922	0,0693	0,9538	17,4786	103,3482	8,5554	0,6929	16,4550	5,0538	27,8562
60,2000	3812130946,6324	904549849,1548	12428948146,1049	13031857304,4077	0,2925	0,0694	0,9537	17,4964	103,3484	8,5541	0,6924	16,4311	5,0545	27,8077
60,3000	3815597424,1665	905389108,1332	12426823444,3477	13030903808,1562	0,2928	0,0695	0,9536	17,5142	103,3486	8,5529	0,6919	16,4073	5,0552	27,7593
60,4000	3819053336,9943	906225818,9531	12424697485,9255	13029947092,8515	0,2931	0,0695	0,9535	17,5319	103,3489	8,5516	0,6914	16,3835	5,0559	27,7110
60,5000	3822498674,5886	907059979,0656	12422570277,3146	13028987152,4104	0,2934	0,0696	0,9535	17,5496	103,3491	8,5503	0,6909	16,3597	5,0567	27,6628
60,6000	3825933426,4543	907891585,9299	12420441824,9948	13028023980,7710	0,2937	0,0697	0,9534	17,5672	103,3493	8,5491	0,6904	16,3361	5,0574	27,6147
60,7000	3829357582,1286	908720637,0126	12418312135,4497	13027057571,8922	0,2940	0,0698	0,9533	17,5848	103,3496	8,5478	0,6899	16,3124	5,0581	27,5667
60,8000	3832771131,1808	909547129,7883	12416181215,1666	13026087919,7546	0,2942	0,0698	0,9532	17,6024	103,3498	8,5465	0,6894	16,2888	5,0588	27,5188
60,9000	3836174063,2128	910371061,7395	12414049070,6368	13025115018,3597	0,2945	0,0699	0,9531	17,6199	103,3500	8,5453	0,6889	16,2653	5,0596	27,4711
61,0000	3839566367,8585	911192430,3562	12411915708,3552	13024138861,7307	0,2948	0,0700	0,9530	17,6374	103,3503	8,5440	0,6884	16,2418	5,0603	27,4234
61,1000	3842948034,7844	912011233,1364	12409781134,8203	13023159443,9123	0,2951	0,0700	0,9529	17,6548	103,3505	8,5427	0,6879	16,2184	5,0610	27,3758
61,2000	3846319053,6894	912827467,5859	12407645356,5343	13022176758,9709	0,2954	0,0701	0,9528	17,6722	103,3507	8,5414	0,6875	16,1950	5,0617	27,3283
61,3000	3849679414,3049	913641131,2184	12405508380,0034	13021190800,9948	0,2956	0,0702	0,9527	17,6896	103,3510	8,5401	0,6870	16,1717	5,0624	27,2809
61,4000	3853029106,3944	914452221,5552	12403370211,7370	13020201564,0939	0,2959	0,0702	0,9526	17,7069	103,3512	8,5388	0,6865	16,1484	5,0632	27,2336
61,5000	3856368119,7544	915260736,1257	12401230858,2484	13019209042,4005	0,2962	0,0703	0,9525	17,7241	103,3514	8,5375	0,6860	16,1252	5,0639	27,1865
61,6000	3859696444,2135	916066672,4669	12399090326,0544	13018213230,0686	0,2965	0,0704	0,9524	17,7414	103,3516	8,5362	0,6855	16,1020	5,0646	27,1394
61,7000	3863014069,6332	916870028,1239	12396948621,6755	13017214121,2748	0,2968	0,0704	0,9524	17,7585	103,3519	8,5349	0,6850	16,0789	5,0653	27,0924
61,8000	3866320985,9073	917670800,6494	12394805751,6356	13016211710,2178	0,2970	0,0705	0,9523	17,7757	103,3521	8,5336	0,6845	16,0558	5,0660	27,0455
61,9000	3869617182,9625	918468987,6043	12392661722,4624	13015205991,1188	0,2973	0,0706	0,9522	17,7928	103,3523	8,5323	0,6840	16,0327	5,0667	26,9987
62,0000	3872902650,7579	919264586,5570	12390516540,6869	13014196958,2214	0,2976	0,0706	0,9521	17,8098	103,3525	8,5309	0,6835	16,0098	5,0675	26,9520
62,1000	3876177379,2855	920057595,0840	12388370212,8436	13013184605,7922	0,2979	0,0707	0,9520	17,8268	103,3527	8,5296	0,6830	15,9868	5,0682	26,9055
62,2000	3879441358,5698	920848010,7697	12386222745,4708	13012168928,1203	0,2981	0,0708	0,9519	17,8438	103,3530	8,5283	0,6825	15,9639	5,0689	26,8590
62,3000	3882694578,6681	921635831,2064	12384074145,1099	13011149919,5176	0,2984	0,0708	0,9518	17,8607	103,3532	8,5270	0,6820	15,9411	5,0696	26,8126
62,4000	3885937029,6708	922421053,9942	12381924418,3060	13010127574,3192	0,2987	0,0709	0,9517	17,8776	103,3534	8,5256	0,6815	15,9183	5,0703	26,7663
62,5000	3889168701,7005	923203676,7412	12379773571,6074	13009101886,8831	0,2990	0,0710	0,9516	17,8945	103,3536	8,5243	0,6810	15,8956	5,0710	26,7201
62,6000	3892389584,9132	923983697,0634	12377621611,5661	13008072851,5906	0,2992	0,0710	0,9515	17,9113	103,3538	8,5229	0,6805	15,8729	5,0717	26,6741
62,7000	3895599669,4975	924761112,5847	12375468544,7373	13007040462,8463	0,2995	0,0711	0,9514	17,9280	103,3540	8,5216	0,6800	15,8502	5,0724	26,6281
62,8000	3898798945,6748	925535920,9370	12373314377,6796	13006004715,0781	0,2998	0,0712	0,9514	17,9448	103,3543	8,5202	0,6795	15,8277	5,0731	26,5822
62,9000	3901987403,6997	926308119,7600	12371159116,9550	13004965602,7374	0,3000	0,0712	0,9513	17,9614	103,3545	8,5189	0,6790	15,8051	5,0738	26,5364
63,0000	3905165033,8595	927077706,7016	12369002769,1288	13003923120,2994	0,3003	0,0713	0,9512	17,9781	103,3547	8,5175	0,6785	15,7826	5,0745	26,4907
63,1000	3908331826,4746	927844679,4174	12366845340,7695	13002877262,2628	0,3006	0,0714	0,9511	17,9947	103,3549	8,5161	0,6780	15,7602	5,0752	26,4451
63,2000	3911487771,8984	928609035,5710	12364686838,4491	13001828023,1501	0,3008	0,0714	0,9510	18,0112	103,3551	8,5147	0,6775	15,7378	5,0759	26,3996
63,3000	3914632860,5174	929370772,8342	12362527268,7428	13000775397,5080	0,3011	0,0715	0,9509	18,0277	103,3553	8,5134	0,6770	15,7154	5,0767	26,3542
63,4000	3917767082,7511	930129888,8866	12360366638,2289	12999719379,9071	0,3014	0,0715	0,9508	18,0442	103,3555	8,5120	0,6765	15,6931	5,0774	26,3089
63,5000	3920890429,0521	930886381,4156	12358204953,4892	12998659964,9419	0,3016	0,0716	0,9507	18,0606	103,3557	8,5106	0,6760	15,6709	5,0780	26,2637
63,6000	3924002889,9061	931640248,1170	12356042221,1085	12997597147,2314	0,3019	0,0717	0,9506	18,0770	103,3559	8,5092	0,6755	15,6487	5,0787	26,2186
63,7000	3927104455,8321	932391486,6944	12353878447,6748	12996530921,4190	0,3022	0,0717	0,9506	18,0933	103,3561	8,5078	0,6749	15,6265	5,0794	26,1736
63,8000	3930195117,3821	933140094,8593	12351713639,7795	12995461282,1724	0,3024	0,0718	0,9505	18,1096	103,3563	8,5064	0,6744	15,6044	5,0801	26,1287
63,9000	3933274865,1414	933886070,3313	12349547804,0168	12994388224,1838	0,3027	0,0719	0,9504	18,1258	103,3565	8,5050	0,6739	15,5824	5,0808	26,0839
64,0000	3936343689,7287	934629410,8380	12347380946,9842	12993311742,1702	0,3030	0,0719	0,9503	18,1421	103,3567	8,5036	0,6734	15,5604	5,0815	26,0392
64,1000	3939401581,7956	935370114,1152	12345213075,2825	12992231830,8734	0,3032	0,0720	0,9502	18,1582	103,3569	8,5022	0,6729	15,5384	5,0822	25,9946
64,2000	3942448532,0275	936108177,9065	12343044195,5153	12991148485,0598	0,3035	0,0721	0,9501	18,1743	103,3571	8,5008	0,6724	15,5165	5,0829	25,9501
64,3000	3945484531,1426	936843599,9636	12340874314,2893	12990061699,5211	0,3037	0,0721	0,9500	18,1904	103,3573	8,4993	0,6719	15,4946	5,0836	25,9057
64,4000	3948509569,8929	937576378,0464	12338703438,2146	12988971469,0738	0,3040	0,0722	0,9499	18,2064	103,3575	8,4979	0,6714	15,4728	5,0843	25,8614
64,5000	3951523639,0636	938306509,9226	12336531573,9038	12987877788,5598	0,3042	0,0722	0,9498	18,2224	103,3577	8,4965	0,6709	15,4511	5,0850	25,8171
64,6000	3954526729,4732	939033993,3681	12334358727,9729	12986780652,8461	0,3045	0,0723	0,9498	18,2384	103,3579	8,4950	0,6704	15,4293	5,0857	25,7730
64,7000	3957518831,9738	939758826,1670	12332184907,0407	12985680056,8252	0,3048	0,0724	0,9497	18,2543	103,3581	8,4936	0,6699	15,4077	5,0864	25,7290
64,8000	3960499937,4511	940481006,1111	12330010117,7291	12984575995,4150	0,3050	0,0724	0,9496	18,2701	103,3583	8,4922	0,6694	15,3860	5,0870	25,6850
64,9000	3963470036,8239	941200531,0007	12327834366,6628	12983468463,5589	0,3053	0,0725	0,9495	18,2860	103,3585	8,4907	0,6689	15,3645	5,0877	25,6412
65,0000	3966429121,0449	941917398,6440	12325657660,4696	12982357456,2263	0,3055	0,0726	0,9494	18,3017	103,3587	8,4893	0,6684	15,3429	5,0884	25,5975
65,1000	3969377181,1002	942631606,8572	12323480005,7802	12981242968,4121	0,3058	0,0726	0,9493	18,3175	103,3589	8,4878	0,6678	15,3214	5,0891	25,5538
65,2000	3972314208,0095	943343153,4648	12321301409,2279	12980124995,1371	0,3060	0,0727	0,9492	18,3331	103,3591	8,4863	0,6673	15,3000	5,0898	25,5103
65,3000	3975240192,8260	944052036,2992	12319121877,4492	12979003531,4483	0,3063	0,0727	0,9492	18,3488	103,3593	8,4849	0,6668	15,2786	5,0904	25,4668
65,4000	3978155126,6368	944758253,2010	12316941417,0834	12977878572,4186	0,3065	0,0728	0,9491	18,3644	103,3595	8,4834	0,6663	15,2573	5,0911	25,4234
65,5000	3981059000,5625	945461802,0191	12314760034,7724	12976750113,1472	0,3068	0,0729	0,9490	18,3799	103,3597	8,4819	0,6658	15,2360	5,0918	25,3802
65,6000	3983951805,7573	946162680,6102	12312577737,1612	12975618148,7594	0,3070	0,0729	0,9489	18,3955	103,3599	8,4804	0,6653	15,2147	5,0925	25,3370
65,7000	3986833533,4092	946860886,8395	12310394530,8975	12974482674,4072	0,3073	0,0730	0,9488	18,4109	103,3601	8,4790	0,6648	15,1935	5,0931	25,2939
65,8000	3989704174,7401	947556418,5799	12308210422,6315	12973343685,2688	0,3075	0,0730	0,9487	18,4263	103,3602	8,4775	0,6643	15,1724	5,0938	25,2509
65,9000	3992563721,0053	948249273,7129	12306025419,0166	12972201176,5493	0,3078	0,0731	0,9486	18,4417	103,3604	8,4760	0,6638	15,1513	5,0945	25,2081
66,0000	3995412163,4944	948939450,1278	12303839526,7085	12971055143,4802	0,3080	0,0732	0,9486	18,4571	103,3606	8,4745	0,6632	15,1302	5,0951	25,1653
66,1000	3998249493,5303	949626945,7223	12301652752,3660	12969905581,3199	0,3083	0,0732	0,9485	18,4724	103,3608	8,4730	0,6627	15,1092	5,0958	25,1226
66,2000	4001075702,4702	950311758,4021	12299465102,6503	12968752485,3537	0,3085	0,0733	0,9484	18,4876	103,3610	8,4715	0,6622	15,0882	5,0965	25,0800
66,3000	4003890781,7049	950993886,0812	12297276584,2254	12967595850,8940	0,3088	0,0733	0,9483	18,5028	103,3612	8,4700	0,6617	15,0673	5,0971	25,0374
