
gamma	V_grav_X_inf	V_grav_Y_inf	V_grav_Z_inf	V_grav_inf	i_gip	ortX	ortY	ortZ	normort	V_grav_gel_X	V_grav_gel_Y	V_grav_gel_Z	V_grav_gel	dV_grav
108,5000	-1,0036	-2,5858	5,1795	5,8754	108,4625	14,8821	-25,5511	-9,8722	31,1737	-13,8684	-5,0415	5,4775	15,7401	7,8565
108,6000	-0,9992	-2,5934	5,1765	5,8754	108,5623	14,8704	-25,5380	-9,9237	31,1737	-13,8640	-5,0491	5,4746	15,7376	7,8540
108,7000	-0,9948	-2,6009	5,1736	5,8754	108,6621	14,8585	-25,5249	-9,9751	31,1737	-13,8595	-5,0567	5,4716	15,7352	7,8515
108,8000	-0,9904	-2,6085	5,1706	5,8754	108,7619	14,8467	-25,5116	-10,0266	31,1737	-13,8551	-5,0642	5,4687	15,7327	7,8490
108,9000	-0,9860	-2,6161	5,1676	5,8754	108,8617	14,8348	-25,4983	-10,0780	31,1737	-13,8507	-5,0718	5,4657	15,7302	7,8465
109,0000	-0,9816	-2,6237	5,1646	5,8754	108,9614	14,8228	-25,4849	-10,1293	31,1737	-13,8463	-5,0794	5,4627	15,7277	7,8441
109,1000	-0,9772	-2,6312	5,1616	5,8754	109,0612	14,8108	-25,4714	-10,1806	31,1737	-13,8419	-5,0870	5,4596	15,7253	7,8416
109,2000	-0,9728	-2,6388	5,1586	5,8754	109,1610	14,7988	-25,4579	-10,2319	31,1737	-13,8375	-5,0945	5,4566	15,7228	7,8391
109,3000	-0,9684	-2,6464	5,1555	5,8754	109,2608	14,7867	-25,4442	-10,2832	31,1737	-13,8331	-5,1021	5,4536	15,7203	7,8366
109,4000	-0,9640	-2,6539	5,1525	5,8754	109,3606	14,7745	-25,4305	-10,3344	31,1737	-13,8287	-5,1096	5,4505	15,7178	7,8342
109,5000	-0,9596	-2,6615	5,1494	5,8754	109,4603	14,7624	-25,4167	-10,3856	31,1737	-13,8243	-5,1172	5,4474	15,7154	7,8317
109,6000	-0,9552	-2,6690	5,1463	5,8754	109,5601	14,7501	-25,4029	-10,4368	31,1737	-13,8200	-5,1247	5,4443	15,7129	7,8292
109,7000	-0,9509	-2,6766	5,1432	5,8754	109,6599	14,7379	-25,3889	-10,4880	31,1737	-13,8156	-5,1323	5,4412	15,7104	7,8268
109,8000	-0,9465	-2,6841	5,1401	5,8754	109,7597	14,7255	-25,3749	-10,5391	31,1737	-13,8112	-5,1398	5,4381	15,7080	7,8243
109,9000	-0,9421	-2,6916	5,1369	5,8754	109,8595	14,7132	-25,3608	-10,5901	31,1737	-13,8068	-5,1474	5,4350	15,7055	7,8218
110,0000	-0,9377	-2,6992	5,1338	5,8754	109,9592	14,7008	-25,3466	-10,6412	31,1737	-13,8025	-5,1549	5,4318	15,7030	7,8194
110,1000	-0,9334	-2,7067	5,1306	5,8754	110,0590	14,6883	-25,3324	-10,6922	31,1737	-13,7981	-5,1624	5,4286	15,7006	7,8169
110,2000	-0,9290	-2,7142	5,1274	5,8754	110,1588	14,6758	-25,3180	-10,7432	31,1737	-13,7937	-5,1699	5,4255	15,6981	7,8145
110,3000	-0,9247	-2,7217	5,1242	5,8754	110,2586	14,6633	-25,3036	-10,7941	31,1737	-13,7894	-5,1775	5,4223	15,6957	7,8120
110,4000	-0,9203	-2,7293	5,1210	5,8754	110,3583	14,6507	-25,2891	-10,8450	31,1737	-13,7850	-5,1850	5,4190	15,6932	7,8095
110,5000	-0,9159	-2,7368	5,1178	5,8754	110,4581	14,6381	-25,2746	-10,8959	31,1737	-13,7807	-5,1925	5,4158	15,6908	7,8071
110,6000	-0,9116	-2,7443	5,1145	5,8754	110,5579	14,6254	-25,2599	-10,9468	31,1737	-13,7763	-5,2000	5,4126	15,6883	7,8046
110,7000	-0,9073	-2,7518	5,1113	5,8754	110,6577	14,6127	-25,2452	-10,9976	31,1737	-13,7720	-5,2075	5,4093	15,6859	7,8022
110,8000	-0,9029	-2,7593	5,1080	5,8754	110,7575	14,5999	-25,2304	-11,0484	31,1737	-13,7677	-5,2150	5,4060	15,6834	7,7997
110,9000	-0,8986	-2,7668	5,1047	5,8754	110,8572	14,5871	-25,2156	-11,0991	31,1737	-13,7633	-5,2225	5,4028	15,6810	7,7973
111,0000	-0,8943	-2,7743	5,1014	5,8754	110,9570	14,5743	-25,2006	-11,1498	31,1737	-13,7590	-5,2300	5,3994	15,6785	7,7949
111,1000	-0,8899	-2,7817	5,0981	5,8754	111,0568	14,5614	-25,1856	-11,2005	31,1737	-13,7547	-5,2374	5,3961	15,6761	7,7924
111,2000	-0,8856	-2,7892	5,0948	5,8754	111,1566	14,5484	-25,1705	-11,2511	31,1737	-13,7503	-5,2449	5,3928	15,6736	7,7900
111,3000	-0,8813	-2,7967	5,0914	5,8754	111,2563	14,5355	-25,1553	-11,3017	31,1737	-13,7460	-5,2524	5,3894	15,6712	7,7875
111,4000	-0,8770	-2,8042	5,0880	5,8754	111,3561	14,5224	-25,1401	-11,3523	31,1737	-13,7417	-5,2599	5,3861	15,6688	7,7851
111,5000	-0,8727	-2,8116	5,0847	5,8754	111,4559	14,5094	-25,1247	-11,4029	31,1737	-13,7374	-5,2673	5,3827	15,6663	7,7827
111,6000	-0,8683	-2,8191	5,0813	5,8754	111,5557	14,4962	-25,1093	-11,4534	31,1737	-13,7331	-5,2748	5,3793	15,6639	7,7802
111,7000	-0,8640	-2,8265	5,0779	5,8754	111,6554	14,4831	-25,0938	-11,5038	31,1737	-13,7288	-5,2823	5,3759	15,6615	7,7778
111,8000	-0,8597	-2,8340	5,0744	5,8754	111,7552	14,4699	-25,0783	-11,5543	31,1737	-13,7245	-5,2897	5,3725	15,6590	7,7754
111,9000	-0,8554	-2,8414	5,0710	5,8754	111,8550	14,4566	-25,0626	-11,6047	31,1737	-13,7202	-5,2972	5,3690	15,6566	7,7729
112,0000	-0,8512	-2,8489	5,0675	5,8754	111,9548	14,4433	-25,0469	-11,6550	31,1737	-13,7159	-5,3046	5,3656	15,6542	7,7705
112,1000	-0,8469	-2,8563	5,0641	5,8754	112,0545	14,4300	-25,0311	-11,7054	31,1737	-13,7116	-5,3120	5,3621	15,6518	7,7681
112,2000	-0,8426	-2,8638	5,0606	5,8754	112,1543	14,4166	-25,0153	-11,7557	31,1737	-13,7073	-5,3195	5,3586	15,6493	7,7657
112,3000	-0,8383	-2,8712	5,0571	5,8754	112,2541	14,4032	-24,9993	-11,8059	31,1737	-13,7030	-5,3269	5,3551	15,6469	7,7632
112,4000	-0,8340	-2,8786	5,0536	5,8754	112,3538	14,3897	-24,9833	-11,8561	31,1737	-13,6988	-5,3343	5,3516	15,6445	7,7608
112,5000	-0,8298	-2,8860	5,0500	5,8754	112,4536	14,3762	-24,9672	-11,9063	31,1737	-13,6945	-5,3417	5,3481	15,6421	7,7584
112,6000	-0,8255	-2,8934	5,0465	5,8754	112,5534	14,3627	-24,9511	-11,9565	31,1737	-13,6902	-5,3492	5,3445	15,6397	7,7560
112,7000	-0,8212	-2,9009	5,0429	5,8754	112,6532	14,3491	-24,9348	-12,0066	31,1737	-13,6859	-5,3566	5,3410	15,6373	7,7536
112,8000	-0,8170	-2,9083	5,0394	5,8754	112,7529	14,3354	-24,9185	-12,0567	31,1737	-13,6817	-5,3640	5,3374	15,6349	7,7512
112,9000	-0,8127	-2,9157	5,0358	5,8754	112,8527	14,3217	-24,9021	-12,1067	31,1737	-13,6774	-5,3714	5,3338	15,6324	7,7488
113,0000	-0,8084	-2,9231	5,0322	5,8754	112,9525	14,3080	-24,8856	-12,1567	31,1737	-13,6732	-5,3788	5,3302	15,6300	7,7464
113,1000	-0,8042	-2,9304	5,0286	5,8754	113,0522	14,2942	-24,8691	-12,2067	31,1737	-13,6689	-5,3862	5,3266	15,6276	7,7440
113,2000	-0,8000	-2,9378	5,0249	5,8754	113,1520	14,2804	-24,8524	-12,2566	31,1737	-13,6647	-5,3935	5,3230	15,6252	7,7416
113,3000	-0,7957	-2,9452	5,0213	5,8754	113,2518	14,2665	-24,8357	-12,3065	31,1737	-13,6604	-5,4009	5,3193	15,6228	7,7392
113,4000	-0,7915	-2,9526	5,0176	5,8754	113,3515	14,2526	-24,8190	-12,3564	31,1737	-13,6562	-5,4083	5,3156	15,6204	7,7368
113,5000	-0,7872	-2,9600	5,0139	5,8754	113,4513	14,2387	-24,8021	-12,4062	31,1737	-13,6520	-5,4157	5,3120	15,6180	7,7344
113,6000	-0,7830	-2,9673	5,0102	5,8754	113,5511	14,2247	-24,7852	-12,4560	31,1737	-13,6478	-5,4230	5,3083	15,6156	7,7320
113,7000	-0,7788	-2,9747	5,0065	5,8754	113,6508	14,2107	-24,7682	-12,5057	31,1737	-13,6435	-5,4304	5,3046	15,6132	7,7296
113,8000	-0,7746	-2,9820	5,0028	5,8754	113,7506	14,1966	-24,7511	-12,5554	31,1737	-13,6393	-5,4377	5,3008	15,6109	7,7272
113,9000	-0,7704	-2,9894	4,9991	5,8754	113,8504	14,1825	-24,7340	-12,6051	31,1737	-13,6351	-5,4451	5,2971	15,6085	7,7248
114,0000	-0,7662	-2,9967	4,9953	5,8754	113,9501	14,1683	-24,7167	-12,6547	31,1737	-13,6309	-5,4524	5,2934	15,6061	7,7224
114,1000	-0,7619	-3,0041	4,9916	5,8754	114,0499	14,1541	-24,6994	-12,7043	31,1737	-13,6267	-5,4598	5,2896	15,6037	7,7200
114,2000	-0,7577	-3,0114	4,9878	5,8754	114,1497	14,1398	-24,6820	-12,7538	31,1737	-13,6225	-5,4671	5,2858	15,6013	7,7176
114,3000	-0,7535	-3,0187	4,9840	5,8754	114,2494	14,1256	-24,6646	-12,8033	31,1737	-13,6183	-5,4744	5,2820	15,5989	7,7153
114,4000	-0,7494	-3,0261	4,9802	5,8754	114,3492	14,1112	-24,6471	-12,8528	31,1737	-13,6141	-5,4818	5,2782	15,5965	7,7129
114,5000	-0,7452	-3,0334	4,9763	5,8754	114,4490	14,0968	-24,6295	-12,9022	31,1737	-13,6099	-5,4891	5,2744	15,5942	7,7105
114,6000	-0,7410	-3,0407	4,9725	5,8754	114,5487	14,0824	-24,6118	-12,9516	31,1737	-13,6057	-5,4964	5,2705	15,5918	7,7081
114,7000	-0,7368	-3,0480	4,9686	5,8754	114,6485	14,0679	-24,5940	-13,0010	31,1737	-13,6015	-5,5037	5,2667	15,5894	7,7058
114,8000	-0,7326	-3,0553	4,9648	5,8754	114,7483	14,0534	-24,5762	-13,0503	31,1737	-13,5973	-5,5110	5,2628	15,5871	7,7034
114,9000	-0,7284	-3,0626	4,9609	5,8754	114,8480	14,0389	-24,5583	-13,0996	31,1737	-13,5932	-5,5183	5,2589	15,5847	7,7010
115,0000	-0,7243	-3,0699	4,9570	5,8754	114,9478	14,0243	-24,5403	-13,1488	31,1737	-13,5890	-5,5256	5,2550	15,5823	7,6986
115,1000	-0,7201	-3,0772	4,9531	5,8754	115,0475	14,0097	-24,5223	-13,1980	31,1737	-13,5848	-5,5329	5,2511	15,5800	7,6963
115,2000	-0,7160	-3,0845	4,9492	5,8754	115,1473	13,9950	-24,5041	-13,2472	31,1737	-13,5807	-5,5402	5,2472	15,5776	7,6939
115,3000	-0,7118	-3,0917	4,9452	5,8754	115,2471	13,9803	-24,4859	-13,2963	31,1737	-13,5765	-5,5474	5,2432	15,5752	7,6916
115,4000	-0,7076	-3,0990	4,9413	5,8754	115,3468	13,9655	-24,4676	-13,3453	31,1737	-13,5724	-5,5547	5,2393	15,5729	7,6892
115,5000	-0,7035	-3,1063	4,9373	5,8754	115,4466	13,9507	-24,4493	-13,3944	31,1737	-13,5682	-5,5620	5,2353	15,5705	7,6868
115,6000	-0,6994	-3,1135	4,9333	5,8754	115,5463	13,9358	-24,4309	-13,4434	31,1737	-13,5641	-5,5692	5,2313	15,5682	7,6845
115,7000	-0,6952	-3,1208	4,9293	5,8754	115,6461	13,9209	-24,4124	-13,4923	31,1737	-13,5600	-5,5765	5,2273	15,5658	7,6821
115,8000	-0,6911	-3,1280	4,9253	5,8754	115,7459	13,9060	-24,3938	-13,5412	31,1737	-13,5558	-5,5837	5,2233	15,5635	7,6798
115,9000	-0,6870	-3,1353	4,9213	5,8754	115,8456	13,8910	-24,3751	-13,5901	31,1737	-13,5517	-5,5910	5,2193	15,5611	7,6774
116,0000	-0,6828	-3,1425	4,9172	5,8754	115,9454	13,8760	-24,3564	-13,6389	31,1737	-13,5476	-5,5982	5,2152	15,5588	7,6751
116,1000	-0,6787	-3,1498	4,9131	5,8754	116,0451	13,8609	-24,3376	-13,6877	31,1737	-13,5434	-5,6055	5,2112	15,5564	7,6728
116,2000	-0,6746	-3,1570	4,9091	5,8754	116,1449	13,8458	-24,3187	-13,7365	31,1737	-13,5393	-5,6127	5,2071	15,5541	7,6704
116,3000	-0,6705	-3,1642	4,9050	5,8754	116,2447	13,8307	-24,2998	-13,7852	31,1737	-13,5352	-5,6199	5,2030	15,5518	7,6681
116,4000	-0,6664	-3,1714	4,9009	5,8754	116,3444	13,8155	-24,2808	-13,8338	31,1737	-13,5311	-5,6271	5,1989	15,5494	7,6657
116,5000	-0,6623	-3,1786	4,8968	5,8754	116,4442	13,8003	-24,2617	-13,8824	31,1737	-13,5270	-5,6343	5,1948	15,5471	7,6634
116,6000	-0,6582	-3,1858	4,8926	5,8754	116,5439	13,7850	-24,2425	-13,9310	31,1737	-13,5229	-5,6415	5,1907	15,5448	7,6611
116,7000	-0,6541	-3,1930	4,8885	5,8754	116,6437	13,7697	-24,2233	-13,9795	31,1737	-13,5188	-5,6487	5,1865	15,5424	7,6587
116,8000	-0,6500	-3,2002	4,8843	5,8754	116,7434	13,7543	-24,2040	-14,0280	31,1737	-13,5147	-5,6559	5,1824	15,5401	7,6564
116,9000	-0,6459	-3,2074	4,8802	5,8754	116,8432	13,7389	-24,1846	-14,0765	31,1737	-13,5107	-5,6631	5,1782	15,5378	7,6541
117,0000	-0,6418	-3,2146	4,8760	5,8754	116,9429	13,7235	-24,1651	-14,1249	31,1737	-13,5066	-5,6703	5,1740	15,5354	7,6518
117,1000	-0,6378	-3,2218	4,8718	5,8754	117,0427	13,7080	-24,1456	-14,1733	31,1737	-13,5025	-5,6775	5,1698	15,5331	7,6495
117,2000	-0,6337	-3,2289	4,8676	5,8754	117,1424	13,6925	-24,1260	-14,2216	31,1737	-13,4984	-5,6846	5,1656	15,5308	7,6471
117,3000	-0,6296	-3,2361	4,8633	5,8754	117,2422	13,6769	-24,1063	-14,2698	31,1737	-13,4944	-5,6918	5,1613	15,5285	7,6448
117,4000	-0,6256	-3,2433	4,8591	5,8754	117,3420	13,6613	-24,0865	-14,3181	31,1737	-13,4903	-5,6990	5,1571	15,5262	7,6425
117,5000	-0,6215	-3,2504	4,8548	5,8754	117,4417	13,6457	-24,0667	-14,3663	31,1737	-13,4862	-5,7061	5,1528	15,5239	7,6402
117,6000	-0,6175	-3,2576	4,8505	5,8754	117,5415	13,6300	-24,0468	-14,4144	31,1737	-13,4822	-5,7133	5,1486	15,5216	7,6379
117,7000	-0,6134	-3,2647	4,8462	5,8754	117,6412	13,6142	-24,0268	-14,4625	31,1737	-13,4781	-5,7204	5,1443	15,5193	7,6356
117,8000	-0,6094	-3,2718	4,8419	5,8754	117,7410	13,5985	-24,0067	-14,5106	31,1737	-13,4741	-5,7275	5,1400	15,5169	7,6333
117,9000	-0,6053	-3,2790	4,8376	5,8754	117,8407	13,5827	-23,9866	-14,5586	31,1737	-13,4701	-5,7347	5,1357	15,5146	7,6310
118,0000	-0,6013	-3,2861	4,8333	5,8754	117,9405	13,5668	-23,9664	-14,6065	31,1737	-13,4660	-5,7418	5,1313	15,5123	7,6287
118,1000	-0,5973	-3,2932	4,8289	5,8754	118,0402	13,5509	-23,9462	-14,6545	31,1737	-13,4620	-5,7489	5,1270	15,5100	7,6264
118,2000	-0,5933	-3,3003	4,8246	5,8754	118,1400	13,5350	-23,9258	-14,7024	31,1737	-13,4580	-5,7560	5,1226	15,5078	7,6241
118,3000	-0,5892	-3,3074	4,8202	5,8754	118,2397	13,5190	-23,9054	-14,7502	31,1737	-13,4540	-5,7631	5,1182	15,5055	7,6218
118,4000	-0,5852	-3,3145	4,8158	5,8754	118,3395	13,5030	-23,8849	-14,7980	31,1737	-13,4500	-5,7702	5,1139	15,5032	7,6195
118,5000	-0,5812	-3,3216	4,8114	5,8754	118,4392	13,4869	-23,8643	-14,8457	31,1737	-13,4459	-5,7773	5,1095	15,5009	7,6172
118,6000	-0,5772	-3,3287	4,8070	5,8754	118,5389	13,4708	-23,8437	-14,8934	31,1737	-13,4419	-5,7844	5,1050	15,4986	7,6149
118,7000	-0,5732	-3,3358	4,8026	5,8754	118,6387	13,4546	-23,8230	-14,9411	31,1737	-13,4379	-5,7915	5,1006	15,4963	7,6126
118,8000	-0,5692	-3,3428	4,7981	5,8754	118,7384	13,4385	-23,8022	-14,9887	31,1737	-13,4339	-5,7986	5,0962	15,4940	7,6104
118,9000	-0,5652	-3,3499	4,7937	5,8754	118,8382	13,4222	-23,7814	-15,0362	31,1737	-13,4300	-5,8056	5,0917	15,4918	7,6081
119,0000	-0,5612	-3,3570	4,7892	5,8754	118,9379	13,4060	-23,7604	-15,0838	31,1737	-13,4260	-5,8127	5,0872	15,4895	7,6058
119,1000	-0,5573	-3,3640	4,7847	5,8754	119,0377	13,3897	-23,7395	-15,1312	31,1737	-13,4220	-5,8197	5,0827	15,4872	7,6035
119,2000	-0,5533	-3,3711	4,7802	5,8754	119,1374	13,3733	-23,7184	-15,1787	31,1737	-13,4180	-5,8268	5,0782	15,4849	7,6013
119,3000	-0,5493	-3,3781	4,7757	5,8754	119,2372	13,3569	-23,6972	-15,2260	31,1737	-13,4140	-5,8338	5,0737	15,4827	7,5990
119,4000	-0,5454	-3,3852	4,7712	5,8754	119,3369	13,3405	-23,6760	-15,2734	31,1737	-13,4101	-5,8409	5,0692	15,4804	7,5967
119,5000	-0,5414	-3,3922	4,7666	5,8754	119,4366	13,3240	-23,6547	-15,3206	31,1737	-13,4061	-5,8479	5,0646	15,4781	7,5945
119,6000	-0,5374	-3,3992	4,7621	5,8754	119,5364	13,3075	-23,6334	-15,3679	31,1737	-13,4022	-5,8549	5,0601	15,4759	7,5922
119,7000	-0,5335	-3,4062	4,7575	5,8754	119,6361	13,2910	-23,6120	-15,4151	31,1737	-13,3982	-5,8619	5,0555	15,4736	7,5899
119,8000	-0,5295	-3,4132	4,7529	5,8754	119,7359	13,2744	-23,5905	-15,4622	31,1737	-13,3943	-5,8689	5,0509	15,4714	7,5877
119,9000	-0,5256	-3,4202	4,7483	5,8754	119,8356	13,2577	-23,5689	-15,5093	31,1737	-13,3903	-5,8759	5,0463	15,4691	7,5854
120,0000	-0,5217	-3,4272	4,7437	5,8754	119,9354	13,2411	-23,5472	-15,5564	31,1737	-13,3864	-5,8829	5,0417	15,4669	7,5832
120,1000	-0,5177	-3,4342	4,7391	5,8754	120,0351	13,2243	-23,5255	-15,6034	31,1737	-13,3825	-5,8899	5,0371	15,4646	7,5809
120,2000	-0,5138	-3,4412	4,7344	5,8754	120,1348	13,2076	-23,5037	-15,6503	31,1737	-13,3785	-5,8969	5,0324	15,4624	7,5787
120,3000	-0,5099	-3,4482	4,7298	5,8754	120,2346	13,1908	-23,4819	-15,6972	31,1737	-13,3746	-5,9039	5,0278	15,4601	7,5764
120,4000	-0,5060	-3,4552	4,7251	5,8754	120,3343	13,1740	-23,4599	-15,7441	31,1737	-13,3707	-5,9109	5,0231	15,4579	7,5742
120,5000	-0,5021	-3,4621	4,7204	5,8754	120,4340	13,1571	-23,4379	-15,7909	31,1737	-13,3668	-5,9178	5,0184	15,4556	7,5720
120,6000	-0,4982	-3,4691	4,7157	5,8754	120,5338	13,1402	-23,4159	-15,8377	31,1737	-13,3629	-5,9248	5,0137	15,4534	7,5697
120,7000	-0,4943	-3,4760	4,7110	5,8754	120,6335	13,1232	-23,3937	-15,8844	31,1737	-13,3590	-5,9318	5,0090	15,4512	7,5675
120,8000	-0,4904	-3,4830	4,7063	5,8754	120,7333	13,1062	-23,3715	-15,9311	31,1737	-13,3551	-5,9387	5,0043	15,4489	7,5653
120,9000	-0,4865	-3,4899	4,7015	5,8754	120,8330	13,0892	-23,3492	-15,9777	31,1737	-13,3512	-5,9456	4,9996	15,4467	7,5630
121,0000	-0,4826	-3,4969	4,6968	5,8754	120,9327	13,0721	-23,3269	-16,0242	31,1737	-13,3473	-5,9526	4,9948	15,4445	7,5608
121,1000	-0,4787	-3,5038	4,6920	5,8754	121,0325	13,0550	-23,3044	-16,0708	31,1737	-13,3434	-5,9595	4,9900	15,4423	7,5586
121,2000	-0,4748	-3,5107	4,6872	5,8754	121,1322	13,0379	-23,2819	-16,1172	31,1737	-13,3396	-5,9664	4,9853	15,4400	7,5564
121,3000	-0,4710	-3,5176	4,6824	5,8754	121,2319	13,0207	-23,2593	-16,1637	31,1737	-13,3357	-5,9733	4,9805	15,4378	7,5541
121,4000	-0,4671	-3,5245	4,6776	5,8754	121,3317	13,0034	-23,2367	-16,2100	31,1737	-13,3318	-5,9802	4,9757	15,4356	7,5519
121,5000	-0,4632	-3,5314	4,6728	5,8754	121,4314	12,9862	-23,2140	-16,2564	31,1737	-13,3280	-5,9871	4,9708	15,4334	7,5497
121,6000	-0,4594	-3,5383	4,6680	5,8754	121,5311	12,9688	-23,1912	-16,3026	31,1737	-13,3241	-5,9940	4,9660	15,4312	7,5475
121,7000	-0,4555	-3,5452	4,6631	5,8754	121,6308	12,9515	-23,1683	-16,3489	31,1737	-13,3203	-6,0009	4,9611	15,4290	7,5453
121,8000	-0,4517	-3,5521	4,6583	5,8754	121,7306	12,9341	-23,1454	-16,3950	31,1737	-13,3164	-6,0078	4,9563	15,4268	7,5431
121,9000	-0,4478	-3,5590	4,6534	5,8754	121,8303	12,9167	-23,1224	-16,4412	31,1737	-13,3126	-6,0147	4,9514	15,4246	7,5409
122,0000	-0,4440	-3,5658	4,6485	5,8754	121,9300	12,8992	-23,0994	-16,4872	31,1737	-13,3087	-6,0215	4,9465	15,4224	7,5387
122,1000	-0,4402	-3,5727	4,6436	5,8754	122,0298	12,8817	-23,0762	-16,5333	31,1737	-13,3049	-6,0284	4,9416	15,4202	7,5365
122,2000	-0,4364	-3,5795	4,6387	5,8754	122,1295	12,8641	-23,0530	-16,5792	31,1737	-13,3011	-6,0352	4,9367	15,4180	7,5343
122,3000	-0,4325	-3,5864	4,6337	5,8754	122,2292	12,8465	-23,0297	-16,6252	31,1737	-13,2973	-6,0421	4,9318	15,4158	7,5321
122,4000	-0,4287	-3,5932	4,6288	5,8754	122,3289	12,8289	-23,0064	-16,6710	31,1737	-13,2935	-6,0489	4,9268	15,4136	7,5299
122,5000	-0,4249	-3,6000	4,6238	5,8754	122,4287	12,8113	-22,9830	-16,7169	31,1737	-13,2896	-6,0557	4,9219	15,4114	7,5277
122,6000	-0,4211	-3,6069	4,6189	5,8754	122,5284	12,7935	-22,9595	-16,7626	31,1737	-13,2858	-6,0626	4,9169	15,4092	7,5255
122,7000	-0,4173	-3,6137	4,6139	5,8754	122,6281	12,7758	-22,9359	-16,8084	31,1737	-13,2820	-6,0694	4,9119	15,4070	7,5234
122,8000	-0,4135	-3,6205	4,6089	5,8754	122,7278	12,7580	-22,9123	-16,8540	31,1737	-13,2782	-6,0762	4,9069	15,4049	7,5212
122,9000	-0,4097	-3,6273	4,6039	5,8754	122,8276	12,7402	-22,8886	-16,8996	31,1737	-13,2745	-6,0830	4,9019	15,4027	7,5190
123,0000	-0,4060	-3,6341	4,5988	5,8754	122,9273	12,7223	-22,8648	-16,9452	31,1737	-13,2707	-6,0898	4,8969	15,4005	7,5168
123,1000	-0,4022	-3,6409	4,5938	5,8754	123,0270	12,7044	-22,8410	-16,9907	31,1737	-13,2669	-6,0966	4,8918	15,3983	7,5147
123,2000	-0,3984	-3,6477	4,5887	5,8754	123,1267	12,6865	-22,8171	-17,0362	31,1737	-13,2631	-6,1034	4,8868	15,3962	7,5125
123,3000	-0,3946	-3,6544	4,5837	5,8754	123,2265	12,6685	-22,7931	-17,0816	31,1737	-13,2594	-6,1101	4,8817	15,3940	7,5103
123,4000	-0,3909	-3,6612	4,5786	5,8754	123,3262	12,6505	-22,7691	-17,1270	31,1737	-13,2556	-6,1169	4,8766	15,3919	7,5082
123,5000	-0,3871	-3,6680	4,5735	5,8754	123,4259	12,6325	-22,7450	-17,1723	31,1737	-13,2519	-6,1237	4,8715	15,3897	7,5060
123,6000	-0,3834	-3,6747	4,5684	5,8754	123,5256	12,6144	-22,7208	-17,2175	31,1737	-13,2481	-6,1304	4,8664	15,3875	7,5039
123,7000	-0,3796	-3,6815	4,5633	5,8754	123,6253	12,5962	-22,6965	-17,2627	31,1737	-13,2444	-6,1372	4,8613	15,3854	7,5017
123,8000	-0,3759	-3,6882	4,5581	5,8754	123,7250	12,5781	-22,6722	-17,3079	31,1737	-13,2406	-6,1439	4,8562	15,3832	7,4996
123,9000	-0,3722	-3,6949	4,5530	5,8754	123,8248	12,5599	-22,6478	-17,3530	31,1737	-13,2369	-6,1506	4,8510	15,3811	7,4974
124,0000	-0,3684	-3,7017	4,5478	5,8754	123,9245	12,5416	-22,6233	-17,3980	31,1737	-13,2332	-6,1574	4,8459	15,3789	7,4953
124,1000	-0,3647	-3,7084	4,5426	5,8754	124,0242	12,5233	-22,5988	-17,4430	31,1737	-13,2294	-6,1641	4,8407	15,3768	7,4931
124,2000	-0,3610	-3,7151	4,5375	5,8754	124,1239	12,5050	-22,5742	-17,4880	31,1737	-13,2257	-6,1708	4,8355	15,3747	7,4910
124,3000	-0,3573	-3,7218	4,5323	5,8754	124,2236	12,4866	-22,5495	-17,5328	31,1737	-13,2220	-6,1775	4,8303	15,3725	7,4888
124,4000	-0,3536	-3,7285	4,5270	5,8754	124,3233	12,4682	-22,5248	-17,5777	31,1737	-13,2183	-6,1842	4,8251	15,3704	7,4867
124,5000	-0,3499	-3,7352	4,5218	5,8754	124,4231	12,4498	-22,5000	-17,6225	31,1737	-13,2146	-6,1909	4,8198	15,3683	7,4846
124,6000	-0,3462	-3,7418	4,5166	5,8754	124,5228	12,4313	-22,4751	-17,6672	31,1737	-13,2109	-6,1976	4,8146	15,3661	7,4825
124,7000	-0,3425	-3,7485	4,5113	5,8754	124,6225	12,4128	-22,4502	-17,7118	31,1737	-13,2072	-6,2042	4,8093	15,3640	7,4803
124,8000	-0,3388	-3,7552	4,5060	5,8754	124,7222	12,3943	-22,4252	-17,7565	31,1737	-13,2035	-6,2109	4,8041	15,3619	7,4782
124,9000	-0,3351	-3,7618	4,5008	5,8754	124,8219	12,3757	-22,4001	-17,8010	31,1737	-13,1998	-6,2175	4,7988	15,3598	7,4761
125,0000	-0,3314	-3,7685	4,4955	5,8754	124,9216	12,3571	-22,3750	-17,8455	31,1737	-13,1962	-6,2242	4,7935	15,3576	7,4740
125,1000	-0,3278	-3,7751	4,4902	5,8754	125,0213	12,3384	-22,3497	-17,8900	31,1737	-13,1925	-6,2308	4,7882	15,3555	7,4719
125,2000	-0,3241	-3,7818	4,4848	5,8754	125,1210	12,3197	-22,3245	-17,9344	31,1737	-13,1888	-6,2375	4,7829	15,3534	7,4697
125,3000	-0,3205	-3,7884	4,4795	5,8754	125,2207	12,3010	-22,2991	-17,9787	31,1737	-13,1852	-6,2441	4,7775	15,3513	7,4676
125,4000	-0,3168	-3,7950	4,4742	5,8754	125,3204	12,2822	-22,2737	-18,0230	31,1737	-13,1815	-6,2507	4,7722	15,3492	7,4655
125,5000	-0,3132	-3,8016	4,4688	5,8754	125,4201	12,2634	-22,2482	-18,0673	31,1737	-13,1779	-6,2573	4,7668	15,3471	7,4634
