	IST       	p       	i       	omega      	e       	w       	S       	T       	W       	
        21.0748	        9299.38	       0.910366	          0.136	       0.412388	      0.0253664	   2.99517e-007	   1.39051e-006	  -1.72465e-006
        21.1746	        9300.69	       0.910421	       0.135929	       0.412331	      0.0254901	  -1.05597e-007	   1.19736e-006	   -1.3283e-006
        21.2745	        9301.92	       0.910472	       0.135875	       0.412263	      0.0255638	  -3.94617e-007	   9.98803e-007	  -1.01172e-006
        21.3744	        9303.04	       0.910519	       0.135835	       0.412189	      0.0255883	   -5.9172e-007	   8.08381e-007	  -7.60707e-007
        21.4744	        9304.01	        0.91056	       0.135808	       0.412117	      0.0255674	  -7.19579e-007	   6.33292e-007	  -5.62081e-007
        21.5744	         9304.8	       0.910594	        0.13579	       0.412054	      0.0255072	  -7.97686e-007	   4.76038e-007	  -4.04062e-007
        21.6745	        9305.41	       0.910619	       0.135781	       0.412002	      0.0254154	  -8.41647e-007	   3.35897e-007	   -2.7639e-007
        21.7746	        9305.81	       0.910636	       0.135776	       0.411966	      0.0253009	  -8.63112e-007	   2.10104e-007	  -1.70224e-007
        21.8747	        9305.99	       0.910644	       0.135775	       0.411948	      0.0251727	  -8.70035e-007	   9.47206e-008	  -7.78923e-008
        21.9748	        9305.96	       0.910644	       0.135775	       0.411949	      0.0250405	  -8.67038e-007	  -1.47867e-008	   7.43548e-009
         22.075	        9305.72	       0.910634	       0.135774	       0.411969	      0.0249137	  -8.55703e-007	  -1.23165e-007	   9.21266e-008
        22.1751	        9305.27	       0.910615	       0.135769	       0.412006	      0.0248015	  -8.34713e-007	  -2.35106e-007	   1.82481e-007
        22.2752	        9304.62	       0.910589	       0.135758	       0.412059	      0.0247131	  -7.99807e-007	  -3.54984e-007	   2.85126e-007
        22.3753	        9303.78	       0.910554	        0.13574	       0.412124	      0.0246567	  -7.43576e-007	  -4.86507e-007	   4.07396e-007
        22.4753	        9302.79	       0.910513	        0.13571	       0.412195	      0.0246396	  -6.55185e-007	   -6.3218e-007	   5.57664e-007
        22.5754	        9301.65	       0.910466	       0.135669	       0.412269	      0.0246676	  -5.20179e-007	  -7.92524e-007	   7.45599e-007
        22.6753	        9300.42	       0.910415	       0.135613	       0.412338	      0.0247442	   -3.2058e-007	  -9.64995e-007	   9.82294e-007
        22.7753	        9299.12	       0.910361	       0.135541	       0.412394	      0.0248698	  -3.55562e-008	  -1.14263e-006	    1.2802e-006
        22.8751	         9297.8	       0.910306	       0.135452	       0.412432	      0.0250412	   3.57017e-007	  -1.31256e-006	   1.65278e-006
         22.975	        9296.53	       0.910253	       0.135346	       0.412445	      0.0252511	   8.77831e-007	  -1.45454e-006	   2.11384e-006
        23.0747	        9295.35	       0.910203	        0.13522	       0.412427	      0.0254877	   1.54209e-006	     -1.54e-006	   2.67642e-006
        23.1745	        9294.32	       0.910161	       0.135077	       0.412376	      0.0257354	   2.35415e-006	  -1.53189e-006	    3.3513e-006
        23.2743	        9293.51	       0.910127	       0.134918	       0.412294	      0.0259752	   3.30136e-006	    -1.386e-006	   4.14504e-006
         23.374	        9292.97	       0.910104	       0.134743	       0.412183	      0.0261872	   4.34772e-006	  -1.05411e-006	   5.05787e-006
        23.4738	        9292.75	       0.910095	       0.134557	       0.412054	      0.0263516	   5.42877e-006	  -4.89174e-007	   6.08135e-006
        23.5736	        9292.89	       0.910101	       0.134363	       0.411919	      0.0264521	   6.44897e-006	   3.47449e-007	    7.1964e-006
        23.6735	        9293.41	       0.910123	       0.134164	       0.411794	      0.0264782	   7.28323e-006	   1.47747e-006	   8.37172e-006
        23.7735	        9294.32	       0.910161	       0.133965	       0.411696	      0.0264275	   7.78363e-006	   2.89678e-006	   9.56319e-006
        23.8736	         9295.6	       0.910215	       0.133771	       0.411643	      0.0263073	   7.79194e-006	   4.56768e-006	   1.07144e-005
        23.9737	        9297.24	       0.910283	       0.133586	        0.41165	      0.0261351	   7.15736e-006	   6.41406e-006	   1.17587e-005
        24.0739	        9299.17	       0.910364	       0.133414	        0.41173	      0.0259378	   5.75805e-006	    8.3209e-006	   1.26225e-005
        24.1741	        9301.34	       0.910455	        0.13326	       0.411886	      0.0257498	   3.52364e-006	   1.01394e-005	   1.32299e-005
        24.2743	        9303.65	       0.910551	       0.133126	       0.412117	      0.0256092	   4.55344e-007	   1.16981e-005	   1.35086e-005
        24.3744	        9306.01	        0.91065	       0.133013	       0.412411	      0.0255535	  -3.35991e-006	   1.28193e-005	   1.33964e-005
        24.4744	        9308.32	       0.910746	       0.132924	       0.412749	       0.025615	   -7.7447e-006	   1.33395e-005	    1.2847e-005
        24.5744	        9310.48	       0.910836	       0.132857	       0.413107	      0.0258163	   -1.2438e-005	   1.31308e-005	   1.18362e-005
        24.6742	        9312.39	       0.910916	        0.13281	       0.413455	      0.0261672	  -1.71143e-005	   1.21211e-005	    1.0366e-005
        24.7738	        9313.95	       0.910981	       0.132782	       0.413762	      0.0266621	  -2.14136e-005	   1.03086e-005	   8.46699e-006
        24.8733	         9315.1	       0.911029	       0.132767	       0.414002	      0.0272806	  -2.49798e-005	   7.76887e-006	   6.19831e-006
        24.9727	        9315.78	       0.911057	       0.132763	       0.414151	      0.0279887	  -2.75008e-005	   4.65239e-006	   3.64511e-006
         25.072	        9315.94	       0.911064	       0.132762	       0.414195	      0.0287426	   -2.8747e-005	   1.17159e-006	   9.13318e-007
