M[0] = 0,0808818861970822
M[1] = 0,0862740119435544
M[2] = 0,0916661376900265
M[3] = 0,0970582634364986
M[4] = 0,102450389182971
M[5] = 0,107842514929443
M[6] = 0,113234640675915
M[7] = 0,118626766422387
M[8] = 0,124018892168859
M[9] = 0,129411017915332
M[10] = 0,134803143661804
M[11] = 0,140195269408276
M[12] = 0,145587395154748
M[13] = 0,15097952090122
M[14] = 0,156371646647692
M[15] = 0,161763772394164
M[16] = 0,167155898140637
M[17] = 0,172548023887109
M[18] = 0,177940149633581
M[19] = 0,183332275380053
M[20] = 0,188724401126525
M[21] = 0,194116526872997
M[22] = 0,199508652619469
M[23] = 0,204900778365942
M[24] = 0,210292904112414
M[25] = 0,215685029858886
M[26] = 0,221077155605358
M[27] = 0,22646928135183
M[28] = 0,231861407098302
M[29] = 0,237253532844774
M[30] = 0,242645658591247
M[31] = 0,248037784337719
M[32] = 0,253429910084191
M[33] = 0,258822035830663
M[34] = 0,264214161577135
M[35] = 0,269606287323607
M[36] = 0,274998413070079
M[37] = 0,280390538816552
M[38] = 0,285782664563024
M[39] = 0,291174790309496
M[40] = 0,296566916055968
M[41] = 0,30195904180244
M[42] = 0,307351167548912
M[43] = 0,312743293295385
M[44] = 0,318135419041857
M[45] = 0,323527544788329
M[46] = 0,328919670534801
M[47] = 0,334311796281273
M[48] = 0,339703922027745
M[49] = 0,345096047774217
M[50] = 0,35048817352069
M[51] = 0,355880299267162
M[52] = 0,361272425013634
M[53] = 0,366664550760106
M[54] = 0,372056676506578
M[55] = 0,37744880225305
M[56] = 0,382840927999522
M[57] = 0,388233053745995
M[58] = 0,393625179492467
M[59] = 0,399017305238939
M[60] = 0,404409430985411
M[61] = 0,409801556731883
M[62] = 0,415193682478355
M[63] = 0,420585808224828
M[64] = 0,4259779339713
M[65] = 0,431370059717772
M[66] = 0,436762185464244
M[67] = 0,442154311210716
M[68] = 0,447546436957188
M[69] = 0,45293856270366
M[70] = 0,458330688450133
M[71] = 0,463722814196605
M[72] = 0,469114939943077
M[73] = 0,474507065689549
M[74] = 0,479899191436021
M[75] = 0,485291317182493
M[76] = 0,490683442928965
M[77] = 0,496075568675438
M[78] = 0,50146769442191
M[79] = 0,506859820168382
M[80] = 0,512251945914854
M[81] = 0,517644071661326
M[82] = 0,523036197407798
M[83] = 0,52842832315427
M[84] = 0,533820448900743
M[85] = 0,539212574647215
M[86] = 0,544604700393687
M[87] = 0,549996826140159
M[88] = 0,555388951886631
M[89] = 0,560781077633103
M[90] = 0,566173203379575
M[91] = 0,571565329126048
M[92] = 0,57695745487252
M[93] = 0,582349580618992
M[94] = 0,587741706365464
M[95] = 0,593133832111936
M[96] = 0,598525957858408
M[97] = 0,603918083604881
M[98] = 0,609310209351353
M[99] = 0,614702335097825
M[100] = 0,620094460844297
M[101] = 0,625486586590769
M[102] = 0,630878712337241
M[103] = 0,636270838083713
M[104] = 0,641662963830186
M[105] = 0,647055089576658
M[106] = 0,65244721532313
M[107] = 0,657839341069602
M[108] = 0,663231466816074
M[109] = 0,668623592562546
M[110] = 0,674015718309018
M[111] = 0,679407844055491
M[112] = 0,684799969801963
M[113] = 0,690192095548435
M[114] = 0,695584221294907
M[115] = 0,700976347041379
M[116] = 0,706368472787851
M[117] = 0,711760598534324
M[118] = 0,717152724280796
M[119] = 0,722544850027268
M[120] = 0,72793697577374
M[121] = 0,733329101520212
M[122] = 0,738721227266684
M[123] = 0,744113353013156
M[124] = 0,749505478759628
M[125] = 0,754897604506101
M[126] = 0,760289730252573
M[127] = 0,765681855999045
M[128] = 0,771073981745517
M[129] = 0,776466107491989
M[130] = 0,781858233238461
M[131] = 0,787250358984934
M[132] = 0,792642484731406
M[133] = 0,798034610477878
M[134] = 0,80342673622435
M[135] = 0,808818861970822
M[136] = 0,814210987717294
M[137] = 0,819603113463766
M[138] = 0,824995239210239
M[139] = 0,830387364956711
M[140] = 0,835779490703183
M[141] = 0,841171616449655
M[142] = 0,846563742196127
M[143] = 0,851955867942599
M[144] = 0,857347993689071
M[145] = 0,862740119435544
M[146] = 0,868132245182016
M[147] = 0,873524370928488
M[148] = 0,87891649667496
M[149] = 0,884308622421432
M[150] = 0,889700748167904
M[151] = 0,895092873914376
M[152] = 0,900484999660849
M[153] = 0,905877125407321
M[154] = 0,911269251153793
M[155] = 0,916661376900265
M[156] = 0,922053502646737
M[157] = 0,927445628393209
M[158] = 0,932837754139682
M[159] = 0,938229879886154
M[160] = 0,943622005632626
M[161] = 0,949014131379098
M[162] = 0,95440625712557
M[163] = 0,959798382872042
M[164] = 0,965190508618514
M[165] = 0,970582634364986
M[166] = 0,975974760111459
M[167] = 0,981366885857931
M[168] = 0,986759011604403
M[169] = 0,992151137350875
M[170] = 0,997543263097347
M[171] = 1,00293538884382
M[172] = 1,00832751459029
M[173] = 1,01371964033676
M[174] = 1,01911176608324
M[175] = 1,02450389182971
M[176] = 1,02989601757618
M[177] = 1,03528814332265
M[178] = 1,04068026906912
M[179] = 1,0460723948156
M[180] = 1,05146452056207
M[181] = 1,05685664630854
M[182] = 1,06224877205501
M[183] = 1,06764089780149
M[184] = 1,07303302354796
M[185] = 1,07842514929443
 
E[0] = 0,0808818861970822
E[1] = 0,0867195301823068
E[2] = 0,0921438111500519
E[3] = 0,0975658152051881
E[4] = 0,102987806713969
E[5] = 0,108409798148828
E[6] = 0,113831789578201
E[7] = 0,119253781002195
E[8] = 0,124675772420545
E[9] = 0,130097763832981
E[10] = 0,135519755239235
E[11] = 0,140941746639038
E[12] = 0,14636373803212
E[13] = 0,151785729418213
E[14] = 0,157207720797047
E[15] = 0,162629712168355
E[16] = 0,168051703531866
E[17] = 0,173473694887313
E[18] = 0,178895686234425
E[19] = 0,184317677572935
