	IST       	p       	i       	omega      	e       	w       	S       	T       	W       	
           22.5	        9315.94	       0.911062	        0.15708	        0.41419	  -5.13483e-006	   1.57042e-009	  -4.96756e-009	              0
           22.6	        9315.94	       0.911062	        0.15708	        0.41419	  -4.60853e-006	   1.75944e-009	   -4.9038e-009	              0
           22.7	        9315.93	       0.911062	        0.15708	       0.414191	   -4.0872e-006	   1.90676e-009	  -4.84842e-009	              0
           22.8	        9315.93	       0.911062	        0.15708	       0.414191	  -3.58747e-006	   2.01604e-009	  -4.80401e-009	              0
           22.9	        9315.92	       0.911062	        0.15708	       0.414191	  -3.12051e-006	   2.09141e-009	  -4.77168e-009	              0
             23	        9315.92	       0.911062	        0.15708	       0.414191	  -2.69284e-006	   2.13699e-009	  -4.75144e-009	              0
           23.1	        9315.91	       0.911062	        0.15708	       0.414191	  -2.30732e-006	   2.15655e-009	  -4.74259e-009	              0
           23.2	        9315.91	       0.911062	        0.15708	       0.414191	  -1.96416e-006	   2.15344e-009	    -4.744e-009	              0
           23.3	        9315.91	       0.911062	        0.15708	       0.414191	  -1.66179e-006	   2.13055e-009	  -4.75433e-009	              0
           23.4	        9315.91	       0.911062	        0.15708	       0.414191	  -1.39753e-006	   2.09032e-009	  -4.77216e-009	              0
           23.5	         9315.9	       0.911062	        0.15708	       0.414191	  -1.16811e-006	   2.03485e-009	  -4.79607e-009	              0
           23.6	         9315.9	       0.911062	        0.15708	       0.414191	  -9.70021e-007	   1.96593e-009	  -4.82473e-009	              0
           23.7	         9315.9	       0.911062	        0.15708	        0.41419	  -7.99783e-007	   1.88509e-009	  -4.85689e-009	              0
           23.8	         9315.9	       0.911062	        0.15708	        0.41419	  -6.54087e-007	   1.79364e-009	  -4.89139e-009	              0
           23.9	         9315.9	       0.911062	        0.15708	        0.41419	  -5.29877e-007	   1.69277e-009	  -4.92721e-009	              0
             24	         9315.9	       0.911062	        0.15708	        0.41419	  -4.24401e-007	   1.58348e-009	  -4.96341e-009	              0
           24.1	        9315.89	       0.911062	        0.15708	        0.41419	  -3.35222e-007	   1.46672e-009	  -4.99916e-009	              0
           24.2	        9315.89	       0.911062	        0.15708	        0.41419	  -2.60211e-007	   1.34332e-009	  -5.03373e-009	              0
           24.3	        9315.89	       0.911062	        0.15708	        0.41419	  -1.97531e-007	   1.21406e-009	  -5.06645e-009	              0
           24.4	        9315.89	       0.911062	        0.15708	        0.41419	  -1.45621e-007	   1.07968e-009	  -5.09678e-009	              0
           24.5	        9315.89	       0.911062	        0.15708	        0.41419	  -1.03167e-007	   9.40848e-010	  -5.12423e-009	              0
           24.6	        9315.89	       0.911062	        0.15708	       0.414189	  -6.90812e-008	   7.98236e-010	  -5.14837e-009	              0
           24.7	        9315.89	       0.911062	        0.15708	       0.414189	  -4.24855e-008	    6.5247e-010	  -5.16887e-009	              0
           24.8	        9315.89	       0.911062	        0.15708	       0.414189	  -2.26884e-008	   5.04165e-010	  -5.18543e-009	              0
           24.9	        9315.89	       0.911062	        0.15708	       0.414189	  -9.17339e-009	   3.53919e-010	  -5.19785e-009	              0
             25	        9315.89	       0.911062	        0.15708	       0.414189	  -1.58645e-009	   2.02321e-010	  -5.20595e-009	              0
           25.1	        9315.89	       0.911062	        0.15708	       0.414189	   2.71453e-010	   4.99557e-011	  -5.20964e-009	              0
